#======================================================================#
# material, density, radius, mass, temperature, pressure, height, time #
#           (kg/m^3)   (m)   (kg)      (K)        (Pa)     (m)     (s) #
#======================================================================#
polycarbonate,1200,0.005,6.2832e-04,288.3, 99497, 748, 45.9
polycarbonate,1200,0.005,6.2832e-04,299.7,100198, 771, 46.1
polycarbonate,1200,0.005,6.2832e-04,296.7, 97884, 571, 36.1
polycarbonate,1200,0.005,6.2832e-04,284.4,101601, 554, 35.9
polycarbonate,1200,0.005,6.2832e-04,289.5,102677, 723, 47.0
polycarbonate,1200,0.005,6.2832e-04,300.2,104450, 935, 58.8
polycarbonate,1200,0.005,6.2832e-04,283.1,100483, 571, 37.4
polycarbonate,1200,0.005,6.2832e-04,294.1,108279, 739, 46.5
polycarbonate,1200,0.005,6.2832e-04,290.7,100367, 833, 52.1
polycarbonate,1200,0.005,6.2832e-04,285.7,100361, 835, 49.9
polycarbonate,1200,0.005,6.2832e-04,285.0,100260, 818, 49.4
polycarbonate,1200,0.005,6.2832e-04,280.7,101158, 887, 56.5
polycarbonate,1200,0.005,6.2832e-04,288.1,100998, 566, 33.8
polycarbonate,1200,0.005,6.2832e-04,308.7,100095, 748, 42.9
polycarbonate,1200,0.005,6.2832e-04,282.9, 99485, 835, 52.0
polycarbonate,1200,0.005,6.2832e-04,285.8, 98993, 724, 44.7
polycarbonate,1200,0.005,6.2832e-04,309.5, 98815, 729, 42.5
polycarbonate,1200,0.005,6.2832e-04,291.0,101635, 559, 35.0
polycarbonate,1200,0.005,6.2832e-04,308.5,101715, 828, 49.2
polycarbonate,1200,0.005,6.2832e-04,290.1, 95564, 970, 58.7
polycarbonate,1200,0.005,6.2832e-04,292.0,103150, 749, 49.8
polycarbonate,1200,0.005,6.2832e-04,273.6,104953, 718, 46.7
polycarbonate,1200,0.005,6.2832e-04,299.1, 98986, 792, 47.4
polycarbonate,1200,0.005,6.2832e-04,288.7,105905, 594, 39.0
polycarbonate,1200,0.005,6.2832e-04,307.8,102550, 838, 51.4
polycarbonate,1200,0.005,6.2832e-04,302.0, 99827, 524, 32.9
polycarbonate,1200,0.005,6.2832e-04,285.7,103317, 703, 43.4
polycarbonate,1200,0.005,6.2832e-04,274.9, 99035, 736, 46.9
polycarbonate,1200,0.005,6.2832e-04,292.1, 99844, 555, 34.7
polycarbonate,1200,0.005,6.2832e-04,293.0, 97755, 972, 57.4
polycarbonate,1200,0.005,6.2832e-04,315.6, 98705, 989, 56.7
polycarbonate,1200,0.005,6.2832e-04,286.7, 98572, 772, 46.5
polycarbonate,1200,0.005,6.2832e-04,312.1,101439, 649, 39.4
polycarbonate,1200,0.005,6.2832e-04,297.2,103789, 972, 61.0
polycarbonate,1200,0.005,6.2832e-04,274.3,104398, 739, 46.4
polycarbonate,1200,0.005,6.2832e-04,294.2, 97822, 897, 52.9
polycarbonate,1200,0.005,6.2832e-04,287.3,101566, 919, 55.5
polycarbonate,1200,0.005,6.2832e-04,277.2, 98879, 945, 59.5
polycarbonate,1200,0.005,6.2832e-04,296.2,100721, 779, 44.7
polycarbonate,1200,0.005,6.2832e-04,290.8, 95836, 651, 40.6
polycarbonate,1200,0.005,6.2832e-04,292.6, 99679, 818, 51.3
polycarbonate,1200,0.005,6.2832e-04,296.4,104498, 871, 53.4
polycarbonate,1200,0.005,6.2832e-04,273.9,101772, 693, 45.1
polycarbonate,1200,0.005,6.2832e-04,282.7,101918, 946, 59.6
polycarbonate,1200,0.005,6.2832e-04,293.3,101797, 628, 40.4
polycarbonate,1200,0.005,6.2832e-04,290.9, 98704, 742, 45.8
polycarbonate,1200,0.005,6.2832e-04,281.5,100602, 716, 42.6
polycarbonate,1200,0.005,6.2832e-04,295.5, 99195, 654, 39.0
polycarbonate,1200,0.005,6.2832e-04,290.1, 92079, 567, 33.6
polycarbonate,1200,0.005,6.2832e-04,307.0, 96967, 604, 36.5
polycarbonate,1200,0.005,6.2832e-04,309.5,100736, 778, 44.7
polycarbonate,1200,0.005,6.2832e-04,276.7, 99951, 795, 50.8
polycarbonate,1200,0.005,6.2832e-04,295.2,100564, 666, 39.8
polycarbonate,1200,0.005,6.2832e-04,294.2,104668, 953, 59.2
polycarbonate,1200,0.005,6.2832e-04,278.0, 98938, 938, 61.9
polycarbonate,1200,0.005,6.2832e-04,280.2,102210, 605, 39.2
polycarbonate,1200,0.005,6.2832e-04,304.9,104112, 633, 41.7
polycarbonate,1200,0.005,6.2832e-04,305.0, 97205, 888, 51.2
polycarbonate,1200,0.005,6.2832e-04,313.4,100785, 774, 44.6
polycarbonate,1200,0.005,6.2832e-04,315.2, 98992, 784, 46.0
polycarbonate,1200,0.005,6.2832e-04,296.9, 99631, 613, 36.7
polycarbonate,1200,0.005,6.2832e-04,293.3,100666, 916, 53.6
polycarbonate,1200,0.005,6.2832e-04,291.1, 96011, 627, 37.7
polycarbonate,1200,0.005,6.2832e-04,302.9, 97391, 605, 38.0
polycarbonate,1200,0.005,6.2832e-04,299.4,103559, 924, 56.8
polycarbonate,1200,0.005,6.2832e-04,304.5, 99987, 632, 37.8
polycarbonate,1200,0.005,6.2832e-04,287.6,103864, 867, 54.4
polycarbonate,1200,0.005,6.2832e-04,278.4,103824, 913, 55.8
polycarbonate,1200,0.005,6.2832e-04,299.3, 98191, 637, 39.5
polycarbonate,1200,0.005,6.2832e-04,296.7,104387, 741, 45.8
polycarbonate,1200,0.005,6.2832e-04,286.3,102232, 679, 45.3
polycarbonate,1200,0.005,6.2832e-04,301.3,104281, 516, 31.8
polycarbonate,1200,0.005,6.2832e-04,270.9, 94015, 514, 33.3
polycarbonate,1200,0.005,6.2832e-04,285.8,105527, 514, 34.0
polycarbonate,1200,0.005,6.2832e-04,289.2, 93124, 821, 50.5
polycarbonate,1200,0.005,6.2832e-04,314.3, 99037, 701, 40.0
polycarbonate,1200,0.005,6.2832e-04,286.4,103082, 979, 58.7
polycarbonate,1200,0.005,6.2832e-04,290.9,103945, 564, 36.0
polycarbonate,1200,0.005,6.2832e-04,289.6,101580, 549, 36.2
polycarbonate,1200,0.005,6.2832e-04,289.9, 97399, 961, 56.5
polycarbonate,1200,0.005,6.2832e-04,294.5, 97781, 714, 44.2
polycarbonate,1200,0.005,6.2832e-04,272.2,100614, 603, 38.0
polycarbonate,1200,0.005,6.2832e-04,290.2, 94590, 643, 39.2
polycarbonate,1200,0.005,6.2832e-04,296.8,101023, 791, 50.1
polycarbonate,1200,0.005,6.2832e-04,293.1,100886, 918, 56.9
polycarbonate,1200,0.005,6.2832e-04,287.3, 99289, 684, 42.1
polycarbonate,1200,0.005,6.2832e-04,282.9,104205, 556, 34.2
polycarbonate,1200,0.005,6.2832e-04,279.8, 99072, 560, 34.6
polycarbonate,1200,0.005,6.2832e-04,293.6, 99668, 620, 38.1
polycarbonate,1200,0.005,6.2832e-04,287.9, 97399, 857, 53.4
polycarbonate,1200,0.005,6.2832e-04,288.8, 97643, 755, 45.4
polycarbonate,1200,0.005,6.2832e-04,305.0, 99757, 803, 46.6
polycarbonate,1200,0.005,6.2832e-04,302.6,100296, 868, 53.5
polycarbonate,1200,0.005,6.2832e-04,294.0,101042, 784, 47.8
polycarbonate,1200,0.005,6.2832e-04,269.3,100633, 513, 33.5
polycarbonate,1200,0.005,6.2832e-04,301.4, 99433, 942, 57.8
polycarbonate,1200,0.005,6.2832e-04,301.7,100862, 919, 54.7
polycarbonate,1200,0.005,6.2832e-04,302.8,102914, 859, 52.0
polycarbonate,1200,0.005,6.2832e-04,292.5,104495, 682, 43.0
polycarbonate,1200,0.005,6.2832e-04,280.9, 99067, 632, 40.5
polycarbonate,1200,0.005,6.2832e-04,286.7, 97506, 710, 45.5
polycarbonate,1200,0.005,6.2832e-04,329.0, 99160, 678, 40.6
polycarbonate,1200,0.005,6.2832e-04,317.0,106291, 970, 58.5
polycarbonate,1200,0.005,6.2832e-04,302.2,100959, 724, 41.0
polycarbonate,1200,0.005,6.2832e-04,278.9, 94880, 736, 44.6
polycarbonate,1200,0.005,6.2832e-04,283.7,101580, 606, 37.6
polycarbonate,1200,0.005,6.2832e-04,297.0,100397, 533, 31.6
polycarbonate,1200,0.005,6.2832e-04,285.7, 99970, 687, 42.6
polycarbonate,1200,0.005,6.2832e-04,290.5, 95387, 645, 40.9
polycarbonate,1200,0.005,6.2832e-04,300.5,101635, 537, 33.4
polycarbonate,1200,0.005,6.2832e-04,311.5, 98604, 719, 43.1
polycarbonate,1200,0.005,6.2832e-04,288.1,100653, 679, 43.2
polycarbonate,1200,0.005,6.2832e-04,299.6, 97513, 951, 58.4
polycarbonate,1200,0.005,6.2832e-04,299.2, 97445, 673, 39.1
polycarbonate,1200,0.005,6.2832e-04,296.2,101262, 809, 48.8
polycarbonate,1200,0.005,6.2832e-04,289.7,107023, 655, 43.2
polycarbonate,1200,0.005,6.2832e-04,297.1,100829, 874, 54.7
polycarbonate,1200,0.005,6.2832e-04,287.5, 99224, 825, 51.4
polycarbonate,1200,0.005,6.2832e-04,282.7,105278, 601, 39.3
polycarbonate,1200,0.005,6.2832e-04,287.2, 96956, 665, 41.2
polycarbonate,1200,0.005,6.2832e-04,280.4,102099, 826, 51.1
polycarbonate,1200,0.005,6.2832e-04,271.0, 99924, 579, 36.7
polycarbonate,1200,0.005,6.2832e-04,306.0,102459, 671, 38.5
polycarbonate,1200,0.005,6.2832e-04,280.1, 98371, 820, 51.8
polycarbonate,1200,0.005,6.2832e-04,284.4,100936, 748, 46.5
polycarbonate,1200,0.005,6.2832e-04,284.5,101091, 899, 54.6
polycarbonate,1200,0.005,6.2832e-04,293.9,103032, 672, 41.9
polycarbonate,1200,0.005,6.2832e-04,308.3,101374, 951, 56.3
polycarbonate,1200,0.005,6.2832e-04,303.2,103925, 974, 59.2
polycarbonate,1200,0.005,6.2832e-04,296.2, 97883, 719, 42.3
polycarbonate,1200,0.005,6.2832e-04,289.7,110343, 577, 35.6
polycarbonate,1200,0.005,6.2832e-04,300.4,100458, 781, 46.8
polycarbonate,1200,0.005,6.2832e-04,294.8,101615, 902, 54.6
polycarbonate,1200,0.005,6.2832e-04,299.0, 99638, 758, 46.5
polycarbonate,1200,0.005,6.2832e-04,290.1, 99289, 949, 57.2
polycarbonate,1200,0.005,6.2832e-04,304.0,102771, 854, 53.0
polycarbonate,1200,0.005,6.2832e-04,278.1,106255, 827, 54.1
polycarbonate,1200,0.005,6.2832e-04,313.2,103617, 659, 38.2
polycarbonate,1200,0.005,6.2832e-04,301.3,103762, 673, 41.6
polycarbonate,1200,0.005,6.2832e-04,304.1, 97618, 541, 33.9
polycarbonate,1200,0.005,6.2832e-04,290.3, 94251, 592, 34.7
polycarbonate,1200,0.005,6.2832e-04,284.7, 95170, 816, 50.6
polycarbonate,1200,0.005,6.2832e-04,276.4,102423, 854, 55.3
polycarbonate,1200,0.005,6.2832e-04,301.7, 96278, 941, 53.8
polycarbonate,1200,0.005,6.2832e-04,299.1, 99731, 539, 32.6
polycarbonate,1200,0.005,6.2832e-04,279.9, 96700, 682, 41.2
polycarbonate,1200,0.005,6.2832e-04,302.6, 99066, 624, 38.7
polycarbonate,1200,0.005,6.2832e-04,307.1,105785, 769, 47.0
polycarbonate,1200,0.010,5.0265e-03,300.9,102752, 932, 41.8
polycarbonate,1200,0.010,5.0265e-03,271.7,104156, 967, 43.2
polycarbonate,1200,0.010,5.0265e-03,299.0,101285, 966, 41.1
polycarbonate,1200,0.010,5.0265e-03,301.6,102216, 784, 32.7
polycarbonate,1200,0.010,5.0265e-03,326.6,100144, 897, 37.9
polycarbonate,1200,0.010,5.0265e-03,304.5, 97894, 713, 31.1
polycarbonate,1200,0.010,5.0265e-03,299.7, 95986, 807, 33.4
polycarbonate,1200,0.010,5.0265e-03,290.5,102791, 938, 42.4
polycarbonate,1200,0.010,5.0265e-03,305.5, 95961, 908, 38.9
polycarbonate,1200,0.010,5.0265e-03,311.8, 97070, 550, 21.8
polycarbonate,1200,0.010,5.0265e-03,296.8,102556, 699, 31.9
polycarbonate,1200,0.010,5.0265e-03,276.4,101090, 849, 38.4
polycarbonate,1200,0.010,5.0265e-03,303.6,103179, 667, 28.5
polycarbonate,1200,0.010,5.0265e-03,304.9, 97596, 839, 36.1
polycarbonate,1200,0.010,5.0265e-03,292.3,104417, 597, 28.4
polycarbonate,1200,0.010,5.0265e-03,299.4,101891, 513, 24.5
polycarbonate,1200,0.010,5.0265e-03,294.0,103494, 794, 35.7
polycarbonate,1200,0.010,5.0265e-03,295.3, 99622, 572, 25.6
polycarbonate,1200,0.010,5.0265e-03,293.5, 96886, 666, 28.8
polycarbonate,1200,0.010,5.0265e-03,293.9, 98635, 846, 37.1
polycarbonate,1200,0.010,5.0265e-03,283.1,100863, 627, 26.9
polycarbonate,1200,0.010,5.0265e-03,274.5,100418, 780, 33.6
polycarbonate,1200,0.010,5.0265e-03,286.3,103194, 920, 41.5
polycarbonate,1200,0.010,5.0265e-03,279.0,100012, 653, 28.2
polycarbonate,1200,0.010,5.0265e-03,291.4,100559, 717, 31.4
polycarbonate,1200,0.010,5.0265e-03,284.4, 97163, 875, 40.5
polycarbonate,1200,0.010,5.0265e-03,319.9,104287, 721, 32.0
polycarbonate,1200,0.010,5.0265e-03,299.1, 97863, 761, 32.5
polycarbonate,1200,0.010,5.0265e-03,292.4, 95126, 948, 41.2
polycarbonate,1200,0.010,5.0265e-03,291.7, 98080,1001, 46.3
polycarbonate,1200,0.010,5.0265e-03,279.2,101214, 700, 33.3
polycarbonate,1200,0.010,5.0265e-03,306.1,105237, 725, 33.2
polycarbonate,1200,0.010,5.0265e-03,298.3, 98906, 609, 25.2
polycarbonate,1200,0.010,5.0265e-03,318.6, 95649, 772, 30.8
polycarbonate,1200,0.010,5.0265e-03,293.0,100659, 898, 36.9
polycarbonate,1200,0.010,5.0265e-03,301.0,100044, 622, 27.4
polycarbonate,1200,0.010,5.0265e-03,295.4,100659, 639, 29.5
polycarbonate,1200,0.010,5.0265e-03,280.1,104509, 517, 25.2
polycarbonate,1200,0.010,5.0265e-03,293.5,103626, 798, 37.2
polycarbonate,1200,0.010,5.0265e-03,305.5, 99654, 562, 23.8
polycarbonate,1200,0.010,5.0265e-03,285.8,100010, 745, 33.2
polycarbonate,1200,0.010,5.0265e-03,276.0,101169, 722, 31.7
polycarbonate,1200,0.010,5.0265e-03,301.1,102492, 629, 29.0
polycarbonate,1200,0.010,5.0265e-03,301.3,102926, 642, 28.9
polycarbonate,1200,0.010,5.0265e-03,290.8, 99154, 936, 40.7
polycarbonate,1200,0.010,5.0265e-03,305.8,102233, 821, 34.9
polycarbonate,1200,0.010,5.0265e-03,259.2, 97902, 667, 30.9
polycarbonate,1200,0.010,5.0265e-03,287.5, 97754, 625, 28.2
polycarbonate,1200,0.010,5.0265e-03,298.2, 98206, 596, 26.4
polycarbonate,1200,0.010,5.0265e-03,296.7,104278, 861, 37.5
polycarbonate,1200,0.010,5.0265e-03,291.7,103344, 885, 40.0
polycarbonate,1200,0.010,5.0265e-03,292.3,100075, 798, 34.7
polycarbonate,1200,0.010,5.0265e-03,275.5, 99811, 782, 34.1
polycarbonate,1200,0.010,5.0265e-03,280.1, 99593, 694, 34.0
polycarbonate,1200,0.010,5.0265e-03,290.9, 96762, 865, 38.2
polycarbonate,1200,0.010,5.0265e-03,278.9,102249, 881, 38.8
polycarbonate,1200,0.010,5.0265e-03,297.9,100481, 971, 41.6
polycarbonate,1200,0.010,5.0265e-03,293.0,100742, 898, 38.9
polycarbonate,1200,0.010,5.0265e-03,275.2,102200, 573, 25.3
polycarbonate,1200,0.010,5.0265e-03,284.4,101236, 639, 28.2
polycarbonate,1200,0.010,5.0265e-03,286.4,102072, 504, 24.8
polycarbonate,1200,0.010,5.0265e-03,306.7, 93197, 623, 28.5
polycarbonate,1200,0.010,5.0265e-03,301.6,105316, 975, 44.7
polycarbonate,1200,0.010,5.0265e-03,297.3, 98426, 677, 28.9
polycarbonate,1200,0.010,5.0265e-03,291.4,100631, 726, 30.4
polycarbonate,1200,0.010,5.0265e-03,283.9,102728, 853, 37.5
polycarbonate,1200,0.010,5.0265e-03,306.8, 98226, 486, 23.1
polycarbonate,1200,0.010,5.0265e-03,286.1, 94185, 991, 42.2
polycarbonate,1200,0.010,5.0265e-03,282.9, 98740, 614, 27.7
polycarbonate,1200,0.010,5.0265e-03,285.9,102644, 621, 29.4
polycarbonate,1200,0.010,5.0265e-03,287.4, 98997, 608, 27.9
polycarbonate,1200,0.010,5.0265e-03,290.8,104722, 630, 27.7
polycarbonate,1200,0.010,5.0265e-03,296.7,103897, 559, 27.1
polycarbonate,1200,0.010,5.0265e-03,279.6, 98999, 896, 40.8
polycarbonate,1200,0.010,5.0265e-03,315.1, 98478, 875, 37.4
polycarbonate,1200,0.010,5.0265e-03,300.0,104622, 937, 42.4
polycarbonate,1200,0.010,5.0265e-03,303.5,102508, 580, 26.3
polycarbonate,1200,0.010,5.0265e-03,272.3,100549, 686, 29.8
polycarbonate,1200,0.010,5.0265e-03,303.2, 98897, 966, 42.6
polycarbonate,1200,0.010,5.0265e-03,279.6,101691, 655, 30.4
polycarbonate,1200,0.010,5.0265e-03,307.3,102337, 596, 27.0
polycarbonate,1200,0.010,5.0265e-03,296.0,102694, 645, 30.7
polycarbonate,1200,0.010,5.0265e-03,291.5, 98860, 669, 28.5
polycarbonate,1200,0.010,5.0265e-03,276.3, 97191, 832, 38.3
polycarbonate,1200,0.010,5.0265e-03,279.9, 99448, 586, 26.9
polycarbonate,1200,0.010,5.0265e-03,299.8,100541, 875, 38.1
polycarbonate,1200,0.010,5.0265e-03,299.8, 96610, 641, 28.3
polycarbonate,1200,0.010,5.0265e-03,303.9, 95312, 526, 21.9
polycarbonate,1200,0.010,5.0265e-03,312.3,100885, 798, 34.1
polycarbonate,1200,0.010,5.0265e-03,308.4, 98027, 504, 23.2
polycarbonate,1200,0.010,5.0265e-03,296.5,104907, 674, 30.8
polycarbonate,1200,0.010,5.0265e-03,288.2,100838, 855, 36.9
polycarbonate,1200,0.010,5.0265e-03,311.6,104507, 533, 23.6
polycarbonate,1200,0.010,5.0265e-03,280.4,102601, 936, 42.4
polycarbonate,1200,0.010,5.0265e-03,290.2, 96595, 794, 35.1
polycarbonate,1200,0.010,5.0265e-03,287.3, 94784, 692, 30.1
polycarbonate,1200,0.010,5.0265e-03,287.5, 97701, 665, 27.6
polycarbonate,1200,0.010,5.0265e-03,303.3, 99722, 783, 33.0
polycarbonate,1200,0.010,5.0265e-03,314.6, 99452, 976, 40.7
polycarbonate,1200,0.010,5.0265e-03,278.6,102144, 936, 43.2
polycarbonate,1200,0.010,5.0265e-03,300.3, 97743, 523, 23.0
polycarbonate,1200,0.010,5.0265e-03,285.2, 96994, 714, 29.5
polycarbonate,1200,0.010,5.0265e-03,307.9, 99868, 635, 29.7
polycarbonate,1200,0.010,5.0265e-03,299.5,100702, 854, 38.6
polycarbonate,1200,0.010,5.0265e-03,268.4, 97700, 929, 42.1
polycarbonate,1200,0.010,5.0265e-03,293.6, 99693, 731, 32.6
polycarbonate,1200,0.010,5.0265e-03,286.7,102989, 844, 36.6
polycarbonate,1200,0.010,5.0265e-03,281.4, 95009, 851, 37.5
polycarbonate,1200,0.010,5.0265e-03,293.9,102114, 776, 35.6
polycarbonate,1200,0.010,5.0265e-03,310.1, 99923, 555, 24.1
polycarbonate,1200,0.010,5.0265e-03,279.7, 97646, 947, 42.2
polycarbonate,1200,0.010,5.0265e-03,292.4, 97276, 531, 24.0
polycarbonate,1200,0.010,5.0265e-03,302.0,103726, 703, 31.0
polycarbonate,1200,0.010,5.0265e-03,272.6, 96850, 618, 27.8
polycarbonate,1200,0.010,5.0265e-03,294.1, 98039, 568, 25.1
polycarbonate,1200,0.010,5.0265e-03,284.9,100267, 810, 35.8
polycarbonate,1200,0.010,5.0265e-03,287.5, 98093, 623, 28.2
polycarbonate,1200,0.010,5.0265e-03,285.2, 99068, 888, 40.5
polycarbonate,1200,0.010,5.0265e-03,297.7, 99750, 701, 30.7
polycarbonate,1200,0.010,5.0265e-03,303.5,101166, 684, 30.1
polycarbonate,1200,0.010,5.0265e-03,293.6, 99064, 538, 24.6
polycarbonate,1200,0.010,5.0265e-03,276.4, 99474, 929, 40.6
polycarbonate,1200,0.010,5.0265e-03,287.2, 99118, 738, 33.3
polycarbonate,1200,0.010,5.0265e-03,299.4,100085, 615, 28.3
polycarbonate,1200,0.010,5.0265e-03,285.7,102681, 826, 36.7
polycarbonate,1200,0.010,5.0265e-03,286.9, 96783, 968, 42.3
polycarbonate,1200,0.010,5.0265e-03,304.8, 99640, 675, 29.6
polycarbonate,1200,0.010,5.0265e-03,290.7, 99040, 836, 36.1
polycarbonate,1200,0.010,5.0265e-03,287.4, 97044, 774, 34.6
polycarbonate,1200,0.010,5.0265e-03,298.2, 96461, 766, 36.7
polycarbonate,1200,0.010,5.0265e-03,287.9,100907, 903, 41.4
polycarbonate,1200,0.010,5.0265e-03,311.9,101049, 958, 41.3
polycarbonate,1200,0.010,5.0265e-03,293.2, 97294, 845, 36.7
polycarbonate,1200,0.010,5.0265e-03,287.2,101811, 978, 43.4
polycarbonate,1200,0.010,5.0265e-03,295.5,100573, 641, 27.2
polycarbonate,1200,0.010,5.0265e-03,306.6,102353, 742, 31.8
polycarbonate,1200,0.010,5.0265e-03,281.0, 93018, 946, 42.2
polycarbonate,1200,0.010,5.0265e-03,286.6, 98646, 926, 40.2
polycarbonate,1200,0.010,5.0265e-03,284.7,101071, 634, 30.8
polycarbonate,1200,0.010,5.0265e-03,298.1, 98912, 918, 39.1
polycarbonate,1200,0.010,5.0265e-03,294.0, 93905, 709, 30.2
polycarbonate,1200,0.010,5.0265e-03,284.1,100066, 823, 36.4
polycarbonate,1200,0.010,5.0265e-03,291.3, 93851, 955, 40.1
polycarbonate,1200,0.010,5.0265e-03,284.4,101435, 975, 43.6
polycarbonate,1200,0.010,5.0265e-03,278.4, 98241, 932, 40.5
polycarbonate,1200,0.010,5.0265e-03,275.4, 92313, 634, 27.6
polycarbonate,1200,0.010,5.0265e-03,302.8, 96742, 968, 41.1
polycarbonate,1200,0.010,5.0265e-03,299.7, 97345, 925, 40.6
polycarbonate,1200,0.010,5.0265e-03,281.8,101887, 685, 30.7
polycarbonate,1200,0.010,5.0265e-03,291.0, 98134, 809, 37.1
polycarbonate,1200,0.010,5.0265e-03,295.5, 97558, 916, 38.3
polycarbonate,1200,0.010,5.0265e-03,299.1, 97335, 570, 24.2
polycarbonate,1200,0.010,5.0265e-03,284.1,102205, 674, 29.8
polycarbonate,1200,0.010,5.0265e-03,302.8,102217, 765, 35.2
polycarbonate,1200,0.010,5.0265e-03,306.2, 97865, 752, 32.4
polycarbonate,1200,0.010,5.0265e-03,305.7, 96020, 575, 25.7
polycarbonate,1200,0.010,5.0265e-03,281.7,101918, 611, 26.1
polycarbonate,1200,0.010,5.0265e-03,281.7,102864, 899, 40.7
polycarbonate,1200,0.010,5.0265e-03,276.3, 98312, 524, 23.7
polycarbonate,1200,0.010,5.0265e-03,296.5,101670, 946, 42.4
polycarbonate,1200,0.010,5.0265e-03,297.7,101347, 538, 22.4
polycarbonate,1200,0.010,5.0265e-03,290.0, 99638, 523, 24.5
polycarbonate,1200,0.010,5.0265e-03,292.0, 98559, 737, 31.3
polycarbonate,1200,0.010,5.0265e-03,289.6,101410, 803, 35.7
polycarbonate,1200,0.010,5.0265e-03,292.5, 98266, 907, 40.0
polycarbonate,1200,0.010,5.0265e-03,289.8, 98249, 519, 22.6
polycarbonate,1200,0.010,5.0265e-03,292.6, 97218, 712, 30.0
polycarbonate,1200,0.010,5.0265e-03,296.6, 96722, 916, 40.2
polycarbonate,1200,0.010,5.0265e-03,280.5, 96411, 712, 32.4
polycarbonate,1200,0.010,5.0265e-03,306.3, 96342, 945, 39.8
polycarbonate,1200,0.010,5.0265e-03,289.2, 97005, 953, 41.3
polycarbonate,1200,0.010,5.0265e-03,311.6, 98853, 806, 33.2
polycarbonate,1200,0.010,5.0265e-03,278.5,100978, 942, 43.0
polycarbonate,1200,0.010,5.0265e-03,304.0,102083, 723, 33.1
polycarbonate,1200,0.010,5.0265e-03,285.6,100992, 935, 42.9
polycarbonate,1200,0.010,5.0265e-03,290.0,104114, 731, 32.9
polycarbonate,1200,0.010,5.0265e-03,301.9, 96512, 578, 24.9
polycarbonate,1200,0.010,5.0265e-03,291.3, 97840, 702, 31.6
polycarbonate,1200,0.010,5.0265e-03,305.6, 93955, 654, 28.5
polycarbonate,1200,0.010,5.0265e-03,283.5, 99046, 988, 44.8
polycarbonate,1200,0.010,5.0265e-03,275.8, 98155, 506, 23.7
polycarbonate,1200,0.010,5.0265e-03,318.0, 97404, 640, 28.6
polycarbonate,1200,0.010,5.0265e-03,307.0,103176, 555, 25.4
polycarbonate,1200,0.010,5.0265e-03,279.9, 98224, 960, 40.0
polycarbonate,1200,0.010,5.0265e-03,289.6,104140, 594, 27.5
polycarbonate,1200,0.010,5.0265e-03,286.5,103130, 508, 22.5
polycarbonate,1200,0.010,5.0265e-03,291.4, 99188, 560, 27.4
polycarbonate,1200,0.010,5.0265e-03,292.8, 99047, 885, 40.1
polycarbonate,1200,0.010,5.0265e-03,292.2,102069, 984, 42.4
polycarbonate,1200,0.010,5.0265e-03,298.8,100523, 987, 42.9
polycarbonate,1200,0.010,5.0265e-03,297.9,106599, 774, 38.4
polycarbonate,1200,0.010,5.0265e-03,293.6, 95248, 547, 26.9
polycarbonate,1200,0.010,5.0265e-03,294.7, 96002, 932, 37.5
polycarbonate,1200,0.010,5.0265e-03,290.0, 96983, 830, 34.7
polycarbonate,1200,0.010,5.0265e-03,295.0, 99139, 703, 31.3
polycarbonate,1200,0.010,5.0265e-03,291.7, 98666, 973, 45.2
polycarbonate,1200,0.010,5.0265e-03,285.8, 97081, 759, 32.4
polycarbonate,1200,0.010,5.0265e-03,285.9,103565, 520, 22.9
polycarbonate,1200,0.010,5.0265e-03,310.2, 99218, 919, 40.8
polycarbonate,1200,0.010,5.0265e-03,309.8,105506, 569, 25.4
polycarbonate,1200,0.015,1.6965e-02,297.6, 98673, 607, 21.7
polycarbonate,1200,0.015,1.6965e-02,290.4,100016, 668, 24.8
polycarbonate,1200,0.015,1.6965e-02,297.5, 97641, 617, 22.3
polycarbonate,1200,0.015,1.6965e-02,283.0, 99202, 821, 31.2
polycarbonate,1200,0.015,1.6965e-02,293.1,100516, 772, 28.6
polycarbonate,1200,0.015,1.6965e-02,293.3, 94857, 982, 35.8
polycarbonate,1200,0.015,1.6965e-02,302.0, 98597, 990, 34.5
polycarbonate,1200,0.015,1.6965e-02,285.3,101721, 583, 22.1
polycarbonate,1200,0.015,1.6965e-02,282.2, 99005, 831, 28.9
polycarbonate,1200,0.015,1.6965e-02,287.0, 98256, 889, 33.2
polycarbonate,1200,0.015,1.6965e-02,288.4,100768, 950, 35.3
polycarbonate,1200,0.015,1.6965e-02,295.9,101204, 819, 30.1
polycarbonate,1200,0.015,1.6965e-02,305.8, 97954, 915, 30.1
polycarbonate,1200,0.015,1.6965e-02,294.8,100197, 824, 30.7
polycarbonate,1200,0.015,1.6965e-02,316.1, 98887, 987, 33.8
polycarbonate,1200,0.015,1.6965e-02,280.1,100578, 566, 21.7
polycarbonate,1200,0.015,1.6965e-02,295.0,103995, 692, 27.9
polycarbonate,1200,0.015,1.6965e-02,287.6,100051, 989, 37.9
polycarbonate,1200,0.015,1.6965e-02,303.3,101487, 922, 31.0
polycarbonate,1200,0.015,1.6965e-02,291.2, 98652, 676, 24.0
polycarbonate,1200,0.015,1.6965e-02,307.5,102020, 945, 33.7
polycarbonate,1200,0.015,1.6965e-02,290.3,101366, 666, 26.5
polycarbonate,1200,0.015,1.6965e-02,289.0,103249, 511, 20.1
